,Date,Time,TxnCode,OfficeID,Country,Origin,Destination,RoundTrip,NbSegments,Seg1Departure,Seg1Arrival,Seg1Date,Seg1Carrier,Seg1BookingCode,Seg2Departure,Seg2Arrival,Seg2Date,Seg2Carrier,Seg2BookingCode,Seg3Departure,Seg3Arrival,Seg3Date,Seg3Carrier,Seg3BookingCode,Seg4Departure,Seg4Arrival,Seg4Date,Seg4Carrier,Seg4BookingCode,Seg5Departure,Seg5Arrival,Seg5Date,Seg5Carrier,Seg5BookingCode,Seg6Departure,Seg6Arrival,Seg6Date,Seg6Carrier,Seg6BookingCode,From,IsPublishedForNeg,IsFromInternet,IsFromVista,TerminalID,InternetOffice,booked
16428,2013-01-17,12:57:11,MPT,624d8c3ac0b3a7ca03e3c167e0f48327,DE,MUC,BKK,1.0,2.0,MUC,BKK,2013-04-09,GY,,BKK,MUC,2013-04-18,GY,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,FRA,1.0
16433,2013-01-17,18:11:10,MPT,8b4fa4e121637f583bfa86ef0fa26c9e,US,LHR,MIA,1.0,2.0,LHR,MIA,2013-02-01,,,MIA,LHR,2013-03-11,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LAS,1.0
16439,2013-01-17,11:20:38,MPT,f60e2ae7a4338f72f4b7c36b30a527ec,SE,UME,ARN,0.0,1.0,UME,ARN,2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,STO,1.0
16440,2013-01-17,22:54:16,FFP,4279a4ab3b97dce86fcf13195124f9cf,US,DXB,JED,1.0,2.0,DXB,JED,2013-01-20,KP,,JED,DXB,2013-01-21,KP,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,WAS,1.0
16454,2013-01-17,00:08:14,MPT,440642a9bdaeb6287f826cefd73255e8,US,ORD,LHR,1.0,2.0,ORD,LHR,2013-03-02,FK,,LHR,ORD,2013-03-11,FK,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
16464,2013-01-17,13:13:50,FCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-01-17,KP,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
16465,2013-01-17,02:45:18,MTP,0632d0675e69cac2473475b2261fc4b9,CA,YYZ,WAW,1.0,2.0,YYZ,WAW,2013-07-16,,,WAW,YYZ,2013-07-25,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,YTO,1.0
16471,2013-01-17,20:02:04,MTP,e08742a93e1d3d9e679723625a3484fc,DE,FRA,PMI,1.0,2.0,FRA,PMI,2013-04-26,,,PMI,FRA,2013-05-10,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,FRA,1.0
16476,2013-01-17,14:38:14,CAL,74d4117c29f852be6b92d6ebbf0fcf6b,QA,DOH,CCU,0.0,1.0,DOH,CCU,2013-01-19,JJ,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,DOH,1.0
16488,2013-01-17,00:03:59,FQD,a3ab256abb78596dad0f7a49091a9829,GB,BOS,LHR,1.0,2.0,BOS,LHR,2013-07-17,,,LHR,BOS,2013-07-17,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,4e59b0151c35f5328c13700cd1bfc91d,LON,1.0
16496,2013-01-17,02:06:17,FXP,6ec95b5d47a8864fb45dd8c2265b4462,AU,SYD,MEL,1.0,2.0,SYD,MEL,2013-01-30,BP,O,MEL,SYD,2013-02-06,BP,S,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SYD,1.0
16506,2013-01-17,15:30:42,MTP,e08742a93e1d3d9e679723625a3484fc,DE,MUC,BKK,1.0,2.0,MUC,BKK,2013-04-27,,,BKK,MUC,2013-05-19,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,FRA,1.0
16508,2013-01-17,06:39:14,MPT,3561a60621de06ab1badc8ca55699ef3,US,LAX,HNL,1.0,2.0,LAX,HNL,2013-01-17,,,HNL,LAX,2013-01-22,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,NYC,1.0
16510,2013-01-17,07:59:25,MTP,7cface490beb5fcbde754e18b08e637a,MX,GDL,LAX,0.0,1.0,GDL,LAX,2013-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MEX,1.0
16511,2013-01-17,18:31:09,MPT,788e52ddaa551032c69ba37cc316233f,FR,BIO,BCN,1.0,2.0,BIO,BCN,2013-02-15,,,BCN,BIO,2013-02-17,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,PAR,1.0
16518,2013-01-17,19:07:46,MPT,b695299cc14ddcd1e31f1c922b3e258c,US,SFO,CTU,1.0,2.0,SFO,CTU,2013-06-09,,,CTU,SFO,2013-08-25,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SJC,1.0
16523,2013-01-17,23:06:37,CCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-01-20,KP,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
16526,2013-01-17,17:15:54,FFP,86f167b84e77346849f9439ae87c02a6,SA,DMM,TRV,1.0,2.0,DMM,TRV,2013-03-05,OJ,,TRV,DMM,2013-03-12,OJ,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
16533,2013-01-17,17:48:45,FQP,544f33ffa2773c30210191b600b0404c,CL,SCL,IQQ,1.0,2.0,SCL,IQQ,2013-01-22,VK, ,IQQ,SCL,2013-01-25,VK, ,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,af33a279398afdd52286d8a2e90d69ff,SCL,1.0
16539,2013-01-17,21:20:54,FQD,54df8a79382127fbc8bb62d073774586,ES,MAD,LHR,1.0,2.0,MAD,LHR,2013-03-07,,,LHR,MAD,2013-03-07,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,832d51987951250fc9367e622885b2c3,MAD,1.0
16544,2013-01-17,12:47:47,CAL,6b81b217f89f0399060b01836d50a030,FR,AJA,MRS,1.0,2.0,AJA,MRS,2013-01-20,IU,,MRS,AJA,2013-01-26,IU,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,AJA,1.0
16549,2013-01-17,17:35:46,MPT,cf4ae41b25a075c3a8fee145e1919199,NL,SVO,DEL,1.0,2.0,SVO,DEL,2013-02-07,LE,,DEL,SVO,2013-02-14,LE,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,AMS,1.0
16560,2013-01-17,12:15:56,FQP,cfa8a13b3e1946f71de78e0e68f16ec1,AU,SYD,BNE,0.0,1.0,SYD,BNE,2013-02-01,GD,W,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BNE,1.0
16562,2013-01-17,18:33:06,MPT,3561a60621de06ab1badc8ca55699ef3,US,ICT,MSY,1.0,2.0,ICT,MSY,2013-03-16,,,MSY,ICT,2013-03-23,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,NYC,1.0
16570,2013-01-17,05:45:40,FFP,f127c92cdab5a4eeb21dc606aaed24f6,ES,FRA,BKK,0.0,1.0,FRA,BKK,2013-09-01,7V,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,PMI,1.0
16575,2013-01-17,02:13:28,FFP,8e26311e3f5deaceabc65406c823f84d,DE,MAD,PMI,1.0,2.0,MAD,PMI,2013-01-26,7V,,PMI,MAD,2013-02-02,7V,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BER,1.0
16576,2013-01-17,16:42:07,CAL,74d4117c29f852be6b92d6ebbf0fcf6b,QA,DOH,ICN,1.0,2.0,DOH,ICN,2013-03-01,JJ,,ICN,DOH,2013-03-09,JJ,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,DOH,1.0
16585,2013-01-17,14:06:01,MPT,128770c6c9a3a80f33161b5100fa4037,ES,MUC,CPT,1.0,2.0,MUC,CPT,2013-03-01,,,CPT,MUC,2013-03-22,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,PMI,1.0
16600,2013-01-17,12:39:34,MPT,03a4fc8b3cd31d6d5b5d7b86d20f4af8,DE,FRA,TXL,1.0,2.0,FRA,TXL,2013-03-23,,,TXL,FRA,2013-03-30,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LEJ,1.0
16614,2013-01-17,10:44:58,FXA,d36d3ba233a758f8a85e556a532ec6b6,NO,OSL,CPH,0.0,2.0,OSL,CPH,2013-02-06,DU,C,CPH,VNO,2013-02-06,DU,C,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d1088078e7c28d339da059a1c640ddda,OSL,1.0
16615,2013-01-17,01:35:33,MTP,236cbf458f79dbb9d5e9c9430438c3db,US,JFK,DEL,1.0,2.0,JFK,DEL,2013-01-21,,,DEL,JFK,2013-04-17,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
16640,2013-01-17,18:18:00,MPT,440642a9bdaeb6287f826cefd73255e8,US,VIE,OSL,1.0,2.0,VIE,OSL,2013-07-31,XR,,OSL,VIE,2013-08-11,XR,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
16645,2013-01-17,07:45:42,MPT,0a914cfb66b849dddaa6bb2e66ff0999,DE,MUC,KEF,1.0,2.0,MUC,KEF,2013-09-02,,,KEF,MUC,2013-09-03,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BNJ,1.0
16648,2013-01-17,17:06:33,FXA,cdba094e7cb80ec0e72ebbc2bfe7d9cd,CO,MDE,BOG,1.0,3.0,MDE,BOG,2013-08-30,KG,C,BOG,MIA,2013-08-30,KG,C,MIA,MDE,2013-09-06,KG,C,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BOG,1.0
16654,2013-01-17,19:22:16,MPT,eb09e499d4fd1f476b88b519f5d9dcc3,NL,MAD,LIM,1.0,2.0,MAD,LIM,2013-02-02,,,LIM,MAD,2013-03-31,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,AMS,1.0
16664,2013-01-17,13:43:24,FXA,be00295076af5aa39c27a0af17b58b26,DE,DUS,MUC,1.0,2.0,DUS,MUC,2013-04-09,VR,J,MUC,DUS,2013-04-10,XR,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,CGN,1.0
16668,2013-01-17,16:40:39,MPT,128770c6c9a3a80f33161b5100fa4037,ES,DUS,FAO,1.0,2.0,DUS,FAO,2013-07-01,,,FAO,DUS,2013-07-15,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,PMI,1.0
16678,2013-01-17,23:13:52,MPT,f502e763a92ca24bfd6ec049083c60c8,CL,SCL,CCP,1.0,2.0,SCL,CCP,2013-07-01,,,CCP,SCL,2013-07-02,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SCL,1.0
16681,2013-01-17,14:54:18,MPT,4d9b402b8d1ec54ee18899df03fb245e,IN,GOI,BOM,0.0,1.0,GOI,BOM,2013-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,AMD,1.0
16682,2013-01-17,17:37:00,CCP,3565e31495ecfd46fa018339d20382b1,SA,JED,RUH,0.0,1.0,JED,RUH,2013-01-25,KP,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
16698,2013-01-17,01:29:50,FXX,1722290df1e162d326280c5d4a82657b,CO,CLO,BOG,1.0,2.0,CLO,BOG,2013-03-16,KG,C,BOG,CLO,2013-03-17,KG,C,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,4e9e8bb9c4e3514b7a3f6aade8a4caa7,BOG,1.0
16707,2013-01-17,04:47:51,FQD,b0cef4ca015a5729f6db97616acb87f9,SG,SIN,HKG,1.0,2.0,SIN,HKG,,,,HKG,SIN,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,2b0743065ac9db3e2b97c5d9110c9529,SIN,1.0
16708,2013-01-17,07:31:22,MPT,3561a60621de06ab1badc8ca55699ef3,US,SFO,LAX,1.0,2.0,SFO,LAX,2013-01-20,,,LAX,SFO,2013-01-21,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,NYC,1.0
16713,2013-01-17,07:21:35,MTP,e08742a93e1d3d9e679723625a3484fc,DE,MUC,BKK,0.0,1.0,MUC,BKK,2013-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,FRA,1.0
16715,2013-01-17,16:52:16,FFP,7da60d9e60a322d3fff7e00cb62baa53,BR,GIG,JFK,1.0,2.0,GIG,JFK,2013-05-14,TT,,JFK,GIG,2013-05-28,TT,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SAO,1.0
16717,2013-01-17,10:32:09,FCP,77ff566631e568312e77a5397124f587,AU,SYD,MEL,0.0,1.0,SYD,MEL,2013-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SYD,1.0
16719,2013-01-17,16:15:34,MPT,3561a60621de06ab1badc8ca55699ef3,US,IAD,MNL,1.0,2.0,IAD,MNL,2013-06-25,,,MNL,IAD,2013-07-24,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,NYC,1.0
16721,2013-01-17,10:31:21,MPT,9aa037e8d4135205e54688c113ed7e80,DE,BRE,MUC,0.0,1.0,BRE,MUC,2013-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BER,1.0
16724,2013-01-17,10:41:47,FQD,b109e020fba8e884408a24ba6b87c756,FR,CDG,YUL,1.0,2.0,CDG,YUL,2013-05-28,,,YUL,CDG,2013-05-28,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,add718497380bbca078bab0b656c6d03,PAR,1.0
16729,2013-01-17,06:37:54,FCP,bca01624fcac2f6470de7ec5d57ba55a,AU,PER,MEL,0.0,1.0,PER,MEL,2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SYD,1.0
16732,2013-01-17,07:25:29,FQD,7f8c2d9dfe430c2c6b19298dd7e0ff96,US,BOS,RSW,0.0,1.0,BOS,RSW,2013-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,NYC,1.0
16737,2013-01-17,19:56:41,MPT,1467cdcc7203734268d0c038e3b23604,AE,DXB,IST,1.0,2.0,DXB,IST,2013-02-20,,,IST,DXB,2013-02-24,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,DXB,1.0
16741,2013-01-17,21:40:38,MPT,90f3f7e7b71c5a23dcac310e9acab454,US,PIT,ATL,1.0,2.0,PIT,ATL,2013-04-03,,,ATL,PIT,2013-04-07,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,NYC,1.0
16748,2013-01-17,21:01:38,MPT,5e01f88b7725643758e64877c772200c,AU,ADL,BNE,1.0,2.0,ADL,BNE,2013-03-01,,,BNE,ADL,2013-03-03,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,SYD,1.0
16752,2013-01-17,00:51:27,MPT,25abb7ad4526d23ce71ee53ab80140f5,US,EWR,MCO,1.0,2.0,EWR,MCO,2013-02-22,NV,,MCO,EWR,2013-02-26,NV,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LAX,1.0
16754,2013-01-17,08:08:07,FXA,d35ec5d9b390633d0baed64dfbfa4e4f,DE,TXL,CGN,1.0,4.0,TXL,MUC,2013-01-21,KL,Y,MUC,CGN,2013-01-21,KL,Y,CGN,MUC,2013-01-21,KL,Y,MUC,TXL,2013-01-21,VR,J,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MUC,1.0
16761,2013-01-17,09:20:48,FQP,4014b98b900d9d8620abcfce2028e66d,NO,OSL,CPH,1.0,5.0,OSL,ARN,2013-08-24,DU,D,ARN,CPH,2013-08-24,DU,D,CPH,WAW,2013-08-24,DU,D,WAW,CPH,2013-08-29,DU,D,CPH,OSL,2013-08-29,DU,D,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,OSL,1.0
16763,2013-01-17,22:29:13,MPT,6abcf3118f899e9f6fd7abe9e1167304,PT,LIS,LAD,1.0,2.0,LIS,LAD,2013-01-31,,,LAD,LIS,2013-02-14,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LIS,1.0
16765,2013-01-17,20:32:57,MPT,489153b50ba6de99e1dd44d92db2c06b,ES,MAD,PTY,1.0,2.0,MAD,PTY,2013-03-21,,,PTY,MAD,2013-03-28,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BCN,1.0
16785,2013-01-17,12:30:59,MPT,440642a9bdaeb6287f826cefd73255e8,US,KWI,LHE,1.0,2.0,KWI,LHE,2013-02-24,,,LHE,KWI,2013-02-26,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HPN,1.0
16798,2013-01-17,22:56:59,FCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,GIZ,0.0,1.0,RUH,GIZ,2013-01-18,KP,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
16802,2013-01-17,11:00:48,FXP,43fa7cd54a3f24663d71f0207da2a330,ES,SDR,MAD,1.0,2.0,SDR,MAD,2013-06-21,SL,P,MAD,SDR,2013-07-01,SL,P,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MAD,1.0
16806,2013-01-17,06:24:58,FQD,e64c8e446b37ef2c61e899dc049fe960,SA,DMM,COK,1.0,2.0,DMM,COK,2014-01-02,,M,COK,DMM,2014-01-02,,M,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,0afb1bc7a62d9462445011e3191d29d4,DMM,1.0
16807,2013-01-17,16:32:25,CCP,3565e31495ecfd46fa018339d20382b1,SA,JED,RUH,0.0,1.0,JED,RUH,2013-01-25,KP,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
16818,2013-01-17,09:01:36,MPT,d67769790f5106c6aeda2455d3030e7a,TH,BKK,CNX,1.0,2.0,BKK,CNX,2013-02-02,,,CNX,BKK,2013-02-03,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BKK,1.0
16826,2013-01-17,09:45:45,MPT,50c54b52322080d2c257390f714f91bd,ES,MAD,BOG,1.0,2.0,MAD,BOG,2013-01-17,,,BOG,MAD,2013-02-18,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MAD,1.0
16827,2013-01-17,22:47:24,MPT,074543ae7a58f4f4c0833d023b2c0db7,CH,GVA,MRU,1.0,2.0,GVA,MRU,2013-04-17,DK,,MRU,GVA,2013-04-25,DK,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,GVA,1.0
16834,2013-01-17,09:42:15,MPT,7bccd1a134d671fd69258d4fa6a006d2,DE,FRA,YYZ,1.0,2.0,FRA,YYZ,2013-03-25,,,YYZ,FRA,2013-04-13,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BER,1.0
16835,2013-01-17,18:36:48,FFP,d88e5a0ab0403aa2f626007c0fa159fc,NL,AMS,SJO,1.0,2.0,AMS,SJO,2013-03-30,SL,,SJO,AMS,2013-04-20,SL,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,AMS,1.0
16842,2013-01-17,07:38:15,FXA,be00295076af5aa39c27a0af17b58b26,DE,FRA,MUC,1.0,3.0,FRA,MUC,2013-04-07,VR,J,MUC,JNB,2013-04-07,VR,J,JNB,FRA,2013-04-12,VR,J,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,CGN,1.0
16855,2013-01-17,01:26:21,CAL,94d748ef5147e7c3a0bcb2ac42c292fa,FI,HEL,KUO,1.0,2.0,HEL,KUO,2013-01-30,KJ,,KUO,HEL,2013-02-02,KJ,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HEL,1.0
16857,2013-01-17,18:50:09,MPT,3561a60621de06ab1badc8ca55699ef3,US,JFK,LAS,1.0,2.0,JFK,LAS,2013-02-18,,,LAS,JFK,2013-04-18,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,NYC,1.0
16869,2013-01-17,09:39:07,CAL,9994b35720ed1ecd1bc7804005649d59,JP,SYD,LAX,0.0,1.0,SYD,LAX,2013-01-21,8W,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,TYO,1.0
16871,2013-01-17,12:58:03,MPT,d26e9191ab026020c64c32fe96087ebe,SE,GOT,HKT,1.0,2.0,GOT,HKT,2013-01-24,JJ,,HKT,GOT,2013-02-14,JJ,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,STO,1.0
16873,2013-01-17,12:43:55,MPC,e02a1289c2aa7e830b87fe34ddf01242,GB,LHR,JED,1.0,2.0,LHR,JED,2013-03-29,QP,,JED,LHR,2013-04-16,QP,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,LON,1.0
16883,2013-01-17,17:33:57,FCP,1722290df1e162d326280c5d4a82657b,CO,MDE,BOG,0.0,1.0,MDE,BOG,2013-01-21,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,BOG,1.0
16885,2013-01-17,12:05:44,MPT,2c0759d93627e15e4dc90805cc7d1719,CH,ZRH,SKP,1.0,2.0,ZRH,SKP,2013-03-09,,,SKP,ZRH,2013-03-17,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,ZRH,1.0
16888,2013-01-17,09:17:40,MPT,5ee4e5b44bd3d1dc5ab6449dcce61f8c,ES,MAD,BCN,0.0,1.0,MAD,BCN,2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,TCI,1.0
16895,2013-01-17,22:41:32,FXP,158040842adc529809c4d0cd6099d5e5,EG,CAI,CAN,1.0,2.0,CAI,CAN,2013-01-18,WD,C,CAN,CAI,2013-01-27,WD,C,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,7a36f29a6a9778b92dc0bcf45c333555,CAI,1.0
16897,2013-01-17,02:50:51,MPT,38a3abb0a28e3f00fa79a11f552a5052,FR,LYS,DKR,0.0,1.0,LYS,DKR,2013-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,PAR,1.0
16916,2013-01-17,15:47:58,MPT,06f5442edafd19de5bfec77262f9f64b,IL,TLV,CAN,1.0,2.0,TLV,CAN,2013-03-15,,,CAN,TLV,2013-04-02,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,TLV,1.0
16920,2013-01-17,20:33:23,MPT,715773658985f59706880801440e0678,FI,HEL,KUO,1.0,2.0,HEL,KUO,2013-01-24,,,KUO,HEL,2013-01-31,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,HEL,1.0
16926,2013-01-17,17:16:21,CAL,cb028e2166a95168fee7d483a463ae54,DE,DUS,ZRH,1.0,2.0,DUS,ZRH,2013-01-21,7U,,ZRH,DUS,2013-01-21,7U,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,FRA,1.0
16928,2013-01-17,11:54:13,CCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-01-23,KP,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,JED,1.0
16930,2013-01-17,13:30:47,FXA,5e8657e945aa4d93b31d49aa7e4691e4,DE,STR,DUS,1.0,2.0,STR,DUS,2013-01-23,VR,J,DUS,STR,2013-01-24,VR,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,93af67025f42281fa83438662ad509b5,HAJ,1.0
16933,2013-01-17,10:48:05,MPT,50c54b52322080d2c257390f714f91bd,ES,BCN,MAD,0.0,1.0,BCN,MAD,2013-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,MAD,1.0
16934,2013-01-17,19:45:55,FQD,ef86fe6ba888450de247d3bce3a15dae,FR,MAD,JFK,1.0,2.0,MAD,JFK,2013-05-08,,,JFK,MAD,2013-05-08,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,479ea1038d79495653f48b653618ddf9,PAR,1.0
